Career_Level,Competencies,Job_Title,Job_Entry_URL,Competencies_literacy,Competencies_problem-solver,Competencies_organised,Competencies_all-rounder,Competencies_communication,Competencies_enthusiasm,Competencies_problem-solving,Competencies_leadership,Competencies_analytical,Competencies_driven,Competencies_flexible,Competencies_customer_service,Competencies_communicate,Competencies_creative,Competencies_exacting,Competencies_mentor,Competencies_written_English,Competencies_diverse,Competencies_keen_to_learn,Competencies_enthusiastic,Competencies_team_player,Competencies_maths,Competencies_reliable,Competencies_time_management,Competencies_communicator,Competencies_leader,Competencies_passion,Competencies_confident,Competencies_fast_learner,Competencies_writing,Competencies_strategic,Competencies_organisation,Competencies_talented,Competencies_listener,Competencies_collaboration,Competencies_critical,Competencies_mentoring,Competencies_positive_attitude,Competencies_proactive,Competencies_presentation,Competencies_decisive,Competencies_calm,Competencies_client_facing,Competencies_curiosity,Competencies_kind,Competencies_inquisitive,Competencies_analyse_data,Competencies_working_with_numbers,Competencies_logical,Competencies_eye_for_detail,Competencies_compelling,Competencies_shares_ideas,Competencies_passionate,Competencies_attention_to_detail,Competencies_reporting,Competencies_comprehensive,Competencies_empathy,Competencies_perfectionist,Competencies_problem_solver,Competencies_motivated,Competencies_initiative,Competencies_organisational,Competencies_literate,Competencies_pragmatic,Competencies_collaborative,Competencies_deadline,Competencies_problem_solving,Competencies_ambition,Competencies_algorithms,Competencies_self-management,Competencies_creativity,Competencies_out_of_the_box,Competencies_manage_multiple_projects,Competencies_English_language,Competencies_evaluate_content,Competencies_tone_of_voice,Competencies_committed,Competencies_multi-disciplinary,Competencies_ambitious
mid-level,"['confident', 'organised', 'communicator']",Project Manager,https://leeds.tech/job/project-manager-5/,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,"['flexible', 'team player']",IT Support Technician,https://leeds.tech/job/it-support-technician/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,['initiative'],Technical Systems Administrator,https://leeds.tech/job/technical-systems-administrator/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
peak,"['presentation', 'communication', 'motivated', 'communicator', 'driven']",Business Development Manager,https://leeds.tech/job/business-development-manager/,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,"['algorithms', 'driven']",Software Engineer – JavaScript,https://leeds.tech/job/software-engineer-javascript/,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
junior,"['problem solving', 'attention to detail']",Technical Data Analyst,https://leeds.tech/job/technical-data-analyst/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
mid-level,['writing'],SEO Lead,https://leeds.tech/job/seo-lead-3/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
peak,['self-management'],Chief Engineer,https://leeds.tech/job/chief-engineer/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
senior,"['creativity', 'out of the box', 'manage multiple projects', 'writing', 'English language', 'evaluate content', 'tone of voice', 'organisational']",Senior Content Writer,https://leeds.tech/job/senior-content-writer/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False
mid-level,"['communication', 'leadership']",Project Manager,https://leeds.tech/job/project-manager-3/,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,"['communication', 'leadership']",Junior Project Manager,https://leeds.tech/job/junior-project-manager-3/,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,"['leader', 'organised', 'problem solver', 'compelling']",Head of Design,https://leeds.tech/job/head-of-design/,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,['passion'],Marketing Executive (Social Media and Events) Fixed Term Contract,https://leeds.tech/job/marketing-executive-social-media-and-events-fixed-term-contract/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,['leadership'],Scrum Master,https://leeds.tech/job/scrum-master/,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
senior,['initiative'],Tech Lead – Enterprise Services Tribe,https://leeds.tech/job/tech-lead-enterprise-services-tribe/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,"['communication', 'leader', 'team player', 'committed', 'collaborative', 'leadership', 'strategic', 'problem solver']",Engineering Manager,https://leeds.tech/job/engineering-manager/,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
senior,['multi-disciplinary'],Principal Operations Engineer/Tech Lead,https://leeds.tech/job/principal-operations-engineer-tech-lead/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
peak,['critical'],Solutions Architect,https://leeds.tech/job/solutions-architect/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,"['analytical', 'problem-solving']",Security Operations Analyst (SOC Analyst),https://leeds.tech/job/security-operations-analyst-soc-analyst/,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,['problem-solving'],"Manager, IT Service Continuity",https://leeds.tech/job/manager-it-service-continuity/,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,"['communication', 'motivated', 'literate', 'ambitious', 'problem solver']",Junior Project Manager,https://leeds.tech/job/junior-project-manager-2/,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
senior,"['problem-solver', 'communicator']",Senior Engineer – Application Management and Support,https://leeds.tech/job/senior-engineer-application-management-and-support/,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
senior,"['problem-solver', 'organised', 'communicator', 'maths']",Senior Engineer – Development,https://leeds.tech/job/senior-engineer-development/,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,['communicator'],1st/2nd Line Helpdesk Support Engineer,https://leeds.tech/job/1st-2nd-line-helpdesk-support-engineer/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
senior,['writing'],Full Stack Mid/Senior PHP Web Developer,https://leeds.tech/job/full-stack-mid-senior-php-web-developer/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,"['motivated', 'organised', 'creative']",Digital Content Executive,https://leeds.tech/job/digital-content-executive/,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
junior,['passion'],UX Design Consultant,https://leeds.tech/job/ux-design-consultant/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
